SKU,Description,UOM,Unit Qty,Unit Weight Kgs,Manufactured/Purchased,Product Group,Analysis Group,Packing Format,Dormant,Watch List,In Stock Qty,STD Cost,Average Unit Cost,Last PO Cost,Allergen,Kosher,Vegan,Vegetarian,POAO,Purity,Energy Kcal,Energy Kj,Total fat,Saturated fat,Monosaturates,Polysaturates,Total carbs,Sugars,Starch,Fibre,Protein,Sodium,Salt,RI mg,15% minimum mg,Upper limit mg,Celery and products thereof,Cereals containing gluten and products thereof,Crustaceans and products thereof,Eggs and products thereof,Fish and products thereof,Lupins and products thereof,Milk and products thereof (including lactose),Molluscs and products thereof,Mustard and products thereof,Nuts and products thereof,Oats and products thereof,Peanuts and products thereof,Sesame seeds and products thereof,Soybeans and products thereof,Sulphur dioxide and sulphites,Wheat and products thereof,Acidity Regulator,Active,Anti-caking Agent,Bulking Agent,Capsule,Colour,Colouring Agent,Emulsifier,Flavour,Mineral,Probiotic,Surfactant,Sweetener,Thickener,Vitamin,HPMC
800534,Forza Meal Replacement Mineral Pre-Mix (Eurospechim),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,-0.0001,0,6,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,
800536,Vaso6? Green Tea Extract,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,175.3125,175.48,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800537,Blueberry Flavour System (18550),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,17.5,17.5,,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,
800538,Cookies & Cream Flavour System (19284),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,15.13,15.13,,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,
800539,Strawberry Mint Flavour System (19283),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,105.025,19.5,,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,
800540,Bromelain (2400 GDU/g),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,52.3177,51.48,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800541,Rosehip Extract 4:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,38.3492,40.76,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800542,COGNIZIN© (Citicoline),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,327.786,327.67,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800543,Ornithine Hydrochloride,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,6.88,0,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800544,Green Coffee Bean Extract 5:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800545,ExceptionalHYAL Star© (Sodium Hyaluronate) (source of Hyaluronic Acid),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,250.2059,250,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800546,Banaba Leaf Extract 12:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,52.12,52.12,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800547,Lactose,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,YES,,,,YES,100,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,YES,,,,,,,,,,,,
800548,Wheat Starch,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,YES,,,,,100,360,1506,1,0.2,0.1,0.4,76,0.3,0,2.7,10,0.02,0,0,0,0,,,,,,,,,,,,,,,,YES,,,,YES,,,,,,,,,,,,
800549,Rice Starch,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,
800550,Potato Starch,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,357,1494,0.3,0.1,0,0.2,83,3.5,0,5.9,6.9,0.54,0,0,0,0,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,
800551,Coconut Water Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.886,0,17.9447,17.9,,,,,,100,373,1561,0,0,0,0,91.3,66.4,0,8.3,0,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800552,Hyrdrolysed Keratin Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800553,Nu-Mag,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,41.487,41.38,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,
800554,Nu-Flow,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,31.4944,30.6,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,
800555,Calcium Citrate Tetrahydrate (Source of Calcium),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,7.6117,6.4,,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,800,120,2500,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800556,Algae Omega-3 Powder (17% DHA) -Vegetarian,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800557,Molybdenum Glycinate (source of Molybdenum),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,619.7545,619.72,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0075,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800558,Green Coffee Bean Extract 40:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,70.7322,71.12,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800559,KSM 66 Ashwagandha (Non-allergen),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,80.21,0,63.7492,63.9,,,YES,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800560,Phylloquinone (1%) (source of Vitamin K1),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,50.6656,45.45,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.0113,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,
800561,Coconut Oil Powder (50%) - Vegan,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,267.75,0,7.2375,6.35,,,YES,,,50,619,2590,50.3,43.2,0.7,2.6,46.5,1.8,0,0,0.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800570,Calcium L-Methylfolate (source of Folic Acid),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.0162,0,4475.2222,4475.24,,,,,,88.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,
800571,Dynamine© (Methylliberine),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800572,Calcium BHB (source of BHB -?-Hydroxybutyric acid),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,13.8493,58,,,,,,84.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800573,Sodium BHB (source of BHB -?-Hydroxybutyric acid),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,19.4367,56.36,,,,,,82.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800574,Magnesium BHB (source of BHB -?-Hydroxybutyric acid),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,14.5,61.03,,,,,,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800575,Ignitor? Enzyme Blend,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800576,Amino9©,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800577,Green Coffee Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800578,Moringa Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,22.2367,22.23,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800579,Zinc Bisglycinate (source of Zinc),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,14.7382,14.21,,,,,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,
800580,Truly Grass Fed? Whey Protein,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,10.6425,10.52,YES,,,,,86,371,1552,0,0,0,0,17,17,0,0,71,0.13,0,0,0,0,,,,,,,YES,,,,,,,,,,,YES,,,,,,,,,,,,,,
800581,Ethiopian Yirgacheffe Roasted Ground Coffee,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,14.8131,15,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800582,Protarmor 82 (Whey Protein Concentrate - 82% protein),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,12.6796,12.69,YES,,,,YES,80,390,1632,7.9,2,0,0,3,3,0,0,77,0,0,0,0,0,,,,,,,YES,,,,,,,,,,,YES,,,,,,,,,,,,,,
800583,Whey Protein Isolate (90% protein),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,16.199,18.85,YES,,,,YES,90,345,1443,0,0,0,0,0,0,0,0,86,0.79,0,0,0,0,,,,,,,YES,,,,,,,,,,,YES,,,,,,,,,,,,,,
800584,Micellar Casein Concentrate (80% protein),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,YES,,,,YES,80,0,0,1,0,0,0,0,0,0,0,83,0.05,0,0,0,0,,,,,,,YES,,,,,,,,,,,YES,,,,,,,,,,,,,,
800586,Rice Bran Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.915,0,5.1405,5.14,,,,,,100,316,1322,21,4.2,0,0,50,0.9,0,21,13,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,
800587,Vana Grasa (Fat Concentrate Powder 80%),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,3.16,3.16,YES,,,,,80,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,YES,,,,,,YES,,,,,,,,,,,,
800588,Apple Pectin Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,45.5479,44.85,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800589,Pumpkin Seed Powder (Curcubita moschata),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,15.4198,15.41,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800590,DL-Methionine,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,58.4091,54.32,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800591,Bromelain (1200 GDU/g),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,32.58,32.58,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800592,Fenugreek Seed Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,1.589,0,21.228,21.23,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800593,Dandelion Root Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,25.22,0,19.6996,22.1,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800594,Ginger Root Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,7.76,0,5.7115,6.07,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800595,Stevia Extract Rebaudioside A 97 (Stevia),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,195.6147,0,38.1791,38.12,,,,,,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,
800596,Natural Vanilla Flavour (206637),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,82.888,12.68,,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,
800597,Natural Banana Flavour (204893),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,
800598,Natural Chocolate Flavour (205895),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,32.39,32.39,,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,
800599,Natural Toffee Flavour (204863),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,23.4305,23.43,,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,
800600,Natural Strawberry Flavour 209336,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,37.2252,39.81,,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,
800603,Sea Buckthorn Berry Fruit Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,21.98,21.98,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800604,Kale Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,7.144,0,23.207,22.37,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800605,Asparagus Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,32.74,32.74,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800606,Korean Ginseng Extract 40:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,-0.0001,0,33.4377,33,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800607,Fenugreek Extract 33:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,75.1282,74.65,,,,,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800608,Watercress Extract 10:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,60,57.93,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800609,Oat Straw Extract 10:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,53.3191,53.32,YES,,,,,1000,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800610,Black Allium Sativum Extract 100:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,72.216,72.21,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800611,Chocolate Flavour (T3698),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,24.6299,24.63,,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,
800612,Medium Chain Triglycerides (68% MCT),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,30.95,30.95,YES,,,,YES,68,500,2092,50,50,0,0,50,0,0,0,0,0.03,0,0,0,0,,,,,,,YES,,,,,,,,,,,YES,,,,,,,,,,,,,,
800613,Milk Protein Concentrate (70% protein),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,YES,,,,YES,70,361,1510,1,0,0,0,18,18,0,0,70,0,0,0,0,0,,,,,,,YES,,,,,,,,,,,YES,,,,,,,,,,,,,,
800614,HydroCHX (Chicken Protein Isolate - 90% Protein),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,8.7955,8.75,YES,,,,YES,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,YES,,,,,,,,,,,,,,
800615,Guarana Seed Extract 4:1 (22% Caffeine),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,38.797,0,32.6977,33.24,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800616,Lions Mane Extract 5:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,35.9459,0,29.6254,65.31,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800618,Unflavoured Greens Blend,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,14.6648,11.87,YES,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,YES,YES,YES,,YES,,,,,,,,,,,,,,
800619,BCAA 2:1:1 Instant (Vegan Grade),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,11.9518,11.98,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800620,D-Mannose,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.313,0,28.7599,28.56,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,YES,,,
800621,Saffron Extract 3:1 (0.3% Safranol),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.861,0,488.8474,488.85,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800622,Ashwagandha Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,20.2508,20.25,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800623,Coleus Forskohlii (10% Forskolin),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800624,Yacon Root Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800625,Primula Veris Extract 4:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800626,N-Acetyl L-Tyrosine (Non-Vegan),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,YES,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800627,Caffeine Floating Pellets (45%) - Natural colourings,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,23.21,23.21,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800628,BCAA Floating Pellets (45%) - Natural colourings,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,36.06,36.06,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800629,L-Glutamine Floating Pellets (45%) - Natural colourings,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800630,L-Leucine Floating Pellets (45%) - Natural colourings,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800631,AcuJoint?,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,155.3846,136.5,,,,,YES,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800632,UC-II© (Undenatured Type II Chicken Collagen),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,1565.8884,1565.91,,,,,YES,100,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800633,Levagen©,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800634,L-Arginine - Base Vegan Fermented,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,7.2879,7.29,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800635,L-Citrulline - Base Vegan Fermented,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,10.531,13.1,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800636,Red Fruits Flavour (T3510),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,0,0,,,,,,100,318,1331,0,0,0,0,79.6,76.6,2.9,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,
800638,Menaquinone-7 (source of Vitamin K2) (0.13%),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,2.4726,0,106.9602,106.96,,,,,,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.0113,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,
800639,Resveratrol,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,249,249,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800640,Fenugreek Seed Extract 6:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,27.96,27.95,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800642,Fennel Seed Extract 10:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.897,0,16.266,16.27,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800643,Grapefruit Fruit Powder,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,33.1361,33.12,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800644,Saw Palmetto Fruit Extract 20:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,63.4222,64.32,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800645,Damiana Leaf Extract 10:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,58.43,58.43,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
800646,Soya Bean Isoflavones Extract  45:1,Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0,0,43.2308,34.49,YES,,,,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,YES,,,,,,,,,,,,,,
800647,Milk Thistle Seed Extract 35:1  (80% Silymarin),Kilogram,1,1,Purchased,990 - Bought Components,881 - Bought Ingredients,,,,0.18,0,63.4556,62.99,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,
